MI_dir_L5_weight,MI_dir_L5_mean,MI_dir_L5_variance,MI_dir_L3_weight,MI_dir_L3_mean,MI_dir_L3_variance,MI_dir_L1_weight,MI_dir_L1_mean,MI_dir_L1_variance,MI_dir_L0.1_weight,MI_dir_L0.1_mean,MI_dir_L0.1_variance,MI_dir_L0.01_weight,MI_dir_L0.01_mean,MI_dir_L0.01_variance,H_L5_weight,H_L5_mean,H_L5_variance,H_L3_weight,H_L3_mean,H_L3_variance,H_L1_weight,H_L1_mean,H_L1_variance,H_L0.1_weight,H_L0.1_mean,H_L0.1_variance,H_L0.01_weight,H_L0.01_mean,H_L0.01_variance,HH_L5_weight,HH_L5_mean,HH_L5_std,HH_L5_magnitude,HH_L5_radius,HH_L5_covariance,HH_L5_pcc,HH_L3_weight,HH_L3_mean,HH_L3_std,HH_L3_magnitude,HH_L3_radius,HH_L3_covariance,HH_L3_pcc,HH_L1_weight,HH_L1_mean,HH_L1_std,HH_L1_magnitude,HH_L1_radius,HH_L1_covariance,HH_L1_pcc,HH_L0.1_weight,HH_L0.1_mean,HH_L0.1_std,HH_L0.1_magnitude,HH_L0.1_radius,HH_L0.1_covariance,HH_L0.1_pcc,HH_L0.01_weight,HH_L0.01_mean,HH_L0.01_std,HH_L0.01_magnitude,HH_L0.01_radius,HH_L0.01_covariance,HH_L0.01_pcc,HH_jit_L5_weight,HH_jit_L5_mean,HH_jit_L5_variance,HH_jit_L3_weight,HH_jit_L3_mean,HH_jit_L3_variance,HH_jit_L1_weight,HH_jit_L1_mean,HH_jit_L1_variance,HH_jit_L0.1_weight,HH_jit_L0.1_mean,HH_jit_L0.1_variance,HH_jit_L0.01_weight,HH_jit_L0.01_mean,HH_jit_L0.01_variance,HpHp_L5_weight,HpHp_L5_mean,HpHp_L5_std,HpHp_L5_magnitude,HpHp_L5_radius,HpHp_L5_covariance,HpHp_L5_pcc,HpHp_L3_weight,HpHp_L3_mean,HpHp_L3_std,HpHp_L3_magnitude,HpHp_L3_radius,HpHp_L3_covariance,HpHp_L3_pcc,HpHp_L1_weight,HpHp_L1_mean,HpHp_L1_std,HpHp_L1_magnitude,HpHp_L1_radius,HpHp_L1_covariance,HpHp_L1_pcc,HpHp_L0.1_weight,HpHp_L0.1_mean,HpHp_L0.1_std,HpHp_L0.1_magnitude,HpHp_L0.1_radius,HpHp_L0.1_covariance,HpHp_L0.1_pcc,HpHp_L0.01_weight,HpHp_L0.01_mean,HpHp_L0.01_std,HpHp_L0.01_magnitude,HpHp_L0.01_radius,HpHp_L0.01_covariance,HpHp_L0.01_pcc,Normal
4.0249664,112.2918798,5514.211332,5.131275759,104.4448067,4592.865212,6.98513735,99.47535002,4091.247115,11.37132138,118.7647891,8023.766977,12.81146555,123.3201595,8845.268033,4.0249664,112.2918798,5514.211332,5.131275759,104.4448067,4592.865212,6.98513735,99.47535002,4091.247115,11.37132138,118.7647891,8023.766977,12.81146555,123.3201595,8845.268033,1,60,0,60,0,0,0,1,60,0,60,0,0,0,1,60,0,60,0,0,0,1,60,0,60,0,0,0,1,60,0,60,0,0,0,1,1505661702,0,1,1505661702,0,1,1505661702,0,1,1505661702,0,1,1505661702,0,1,60,0,60,0,0,0,1,60,0,60,0,0,0,1,60,0,60,0,0,0,1,60,0,60,0,0,0,1,60,0,60,0,0,0,1
5.024853324,101.8852318,4852.708676,6.131189264,97.19583677,4113.398128,7.985098102,94.53172258,3749.598804,12.37131499,114.0147048,7631.763035,13.81146483,118.7355509,8474.118149,5.024853324,101.8852318,4852.708676,6.131189264,97.19583677,4113.398128,7.985098102,94.53172258,3749.598804,12.37131499,114.0147048,7631.763035,13.81146483,118.7355509,8474.118149,1,60,0,60,0,0,0,1,60,0,60,0,0,0,1,60,0,60,0,0,0,1,60,0,60,0,0,0,1,60,0,60,0,0,0,1,1505661702,0,1,1505661702,0,1,1505661702,0,1,1505661702,0,1,1505661702,0,1,60,0,60,0,0,0,1,60,0,60,0,0,0,1,60,0,60,0,0,0,1,60,0,60,0,0,0,1,60,0,60,0,0,0,1
6.016850466,94.92391011,4289.305509,7.125328475,91.97560911,3703.025666,8.982552978,90.6874121,3450.13944,13.37092062,109.9749901,7262.874546,14.8114208,114.7699928,8119.177693,6.016850466,94.92391011,4289.305509,7.125328475,91.97560911,3703.025666,8.982552978,90.6874121,3450.13944,13.37092062,109.9749901,7262.874546,14.8114208,114.7699928,8119.177693,1,60,0,60,0,0,0,1,60,0,60,0,0,0,1,60,0,60,0,0,0,1,60,0,60,0,0,0,1,60,0,60,0,0,0,1,1505661702,0,1,1505661702,0,1,1505661702,0,1,1505661702,0,1,1505661702,0,1,60,0,60,0,0,0,1,60,0,60,0,0,0,1,60,0,60,0,0,0,1,60,0,60,0,0,0,1,60,0,60,0,0,0,1
7.002707716,89.93670923,3826.084895,8.115274794,88.03543334,3357.187025,9.978326262,87.61200533,3189.294246,14.37029132,106.4973299,6919.167461,15.81135109,111.3060261,7783.396963,7.002707716,89.93670923,3826.084895,8.115274794,88.03543334,3357.187025,9.978326262,87.61200533,3189.294246,14.37029132,106.4973299,6919.167461,15.81135109,111.3060261,7783.396963,1,60,0,60,0,0,0,1,60,0,60,0,0,0,1,60,0,60,0,0,0,1,60,0,60,0,0,0,1,60,0,60,0,0,0,1,1505661702,0,1,1505661702,0,1,1505661702,0,1,1505661702,0,1,1505661702,0,1,60,0,60,0,0,0,1,60,0,60,0,0,0,1,60,0,60,0,0,0,1,60,0,60,0,0,0,1,60,0,60,0,0,0,1
7.997877816,86.19362764,3445.742266,9.111915975,84.95864538,3065.540285,10.97694943,85.09655188,2961.878775,15.37009302,103.4721478,6600.507797,16.81132927,108.2541541,7467.677248,7.997877816,86.19362764,3445.742266,9.111915975,84.95864538,3065.540285,10.97694943,85.09655188,2961.878775,15.37009302,103.4721478,6600.507797,16.81132927,108.2541541,7467.677248,1,60,0,60,0,0,0,1,60,0,60,0,0,0,1,60,0,60,0,0,0,1,60,0,60,0,0,0,1,60,0,60,0,0,0,1,1505661702,0,1,1505661702,0,1,1505661702,0,1,1505661702,0,1,1505661702,0,1,60,0,60,0,0,0,1,60,0,60,0,0,0,1,60,0,60,0,0,0,1,60,0,60,0,0,0,1,60,0,60,0,0,0,1
4.915650534,89.40914759,2785.254596,6.936181923,87.41552365,2659.408917,10.51584798,86.70397795,2704.807423,16.15210876,103.381005,6191.986851,17.78733329,107.9025469,7049.921439,4.915650534,89.40914759,2785.254596,6.936181923,87.41552365,2659.408917,10.51584798,86.70397795,2704.807423,16.15210876,103.381005,6191.986851,17.78733329,107.9025469,7049.921439,1.48730746,88.23894932,19.71287936,115.1612442,388.5976127,0,0,1.64965358,85.45989079,20.52094964,113.0459771,421.1093741,0,0,1.86608519,82.50701106,20.94585681,110.8305322,438.7289177,0,0,1.985725658,81.150958,20.99945741,109.8247603,440.9772117,0,0,1.998563313,81.01509606,20.99999457,109.7244084,440.9997721,0,0,1.48730746,493321119,4.99E+17,1.64965358,592947833.1,5.41E+17,1.86608519,698805879,5.64E+17,1.985725658,747419144.5,5.67E+17,1.998563313,752289671.4,5.67E+17,1.48730746,88.23894932,19.71287936,115.1612442,388.5976127,0,0,1.64965358,85.45989079,20.52094964,113.0459771,421.1093741,0,0,1.86608519,82.50701106,20.94585681,110.8305322,438.7289177,0,0,1.985725658,81.150958,20.99945741,109.8247603,440.9772117,0,0,1.998563313,81.01509606,20.99999457,109.7244084,440.9997721,0,0,1
5.91544745,91.53761758,2336.679183,7.936009985,89.25328298,2347.727766,11.51576109,88.03224639,2488.481612,17.15209542,103.3004898,5831.086873,18.78733182,107.5883699,6676.428497,5.91544745,91.53761758,2336.679183,7.936009985,89.25328298,2347.727766,11.51576109,88.03224639,2488.481612,17.15209542,103.3004898,5831.086873,18.78733182,107.5883699,6676.428497,1.487301018,88.23907164,19.71283444,88.23907164,388.5958418,0,0,1.649648427,85.45997033,20.52093235,85.45997033,421.1086647,0,0,1.8660829,82.50703868,20.94585483,82.50703868,438.7288344,0,0,1.985725397,81.15096078,20.99945739,81.15096078,440.9772108,0,0,1.998563287,81.01509634,20.99999457,81.01509634,440.9997721,0,0,1.487301018,493316733.9,4.99E+17,1.649648427,592944981.9,5.41E+17,1.8660829,698804888.8,5.64E+17,1.985725397,747419045,5.67E+17,1.998563287,752289661.5,5.67E+17,1.487301018,88.23907164,19.71283444,88.23907164,388.5958418,0,0,1.649648427,85.45997033,20.52093235,85.45997033,421.1086647,0,0,1.8660829,82.50703868,20.94585483,82.50703868,438.7288344,0,0,1.985725397,81.15096078,20.99945739,81.15096078,440.9772108,0,0,1.998563287,81.01509634,20.99999457,81.01509634,440.9997721,0,0,1
6.911860812,93.05130293,2012.156663,8.933122591,90.68018795,2101.068516,12.51436431,89.14838407,2303.975764,18.15188736,103.2288449,5509.936314,19.78730903,107.305948,6340.51739,6.911860812,93.05130293,2012.156663,8.933122591,90.68018795,2101.068516,12.51436431,89.14838407,2303.975764,18.15188736,103.2288449,5509.936314,19.78730903,107.305948,6340.51739,1.487782428,88.22993417,19.71618756,88.22993417,388.7280519,0,0,1.650033428,85.45402977,20.52222256,85.45402977,421.1616188,0,0,1.866253955,82.50497575,20.94600315,82.50497575,438.735048,0,0,1.985744864,81.15075343,20.99945888,81.15075343,440.9772734,0,0,1.998565259,81.0150756,20.99999459,81.0150756,440.9997727,0,0,1.487782428,493644304,5.00E+17,1.650033428,593157945.3,5.41E+17,1.866253955,698878842.8,5.64E+17,1.985744864,747426478.2,5.67E+17,1.998565259,752290404.8,5.67E+17,1.487782428,88.22993417,19.71618756,88.22993417,388.7280519,0,0,1.650033428,85.45402977,20.52222256,85.45402977,421.1616188,0,0,1.866253955,82.50497575,20.94600315,82.50497575,438.735048,0,0,1.985744864,81.15075343,20.99945888,81.15075343,440.9772734,0,0,1.998565259,81.0150756,20.99999459,81.0150756,440.9997727,0,0,1
7.898270013,94.1842975,1766.252648,9.922579318,91.82100141,1900.934649,13.50943904,90.09969048,2144.750976,19.15117283,103.1646794,5222.303533,20.78723114,107.0506976,6036.786767,7.898270013,94.1842975,1766.252648,9.922579318,91.82100141,1900.934649,13.50943904,90.09969048,2144.750976,19.15117283,103.1646794,5222.303533,20.78723114,107.0506976,6036.786767,1.487970287,88.22637009,19.71749414,88.22637009,388.7795753,0,0,1.650183624,85.451713,20.52272524,85.451713,421.1822513,0,0,1.866320668,82.50417129,20.94606094,82.50417129,438.7374687,0,0,1.985752455,81.15067257,20.99945946,81.15067257,440.9772978,0,0,1.998566028,81.01506751,20.99999459,81.01506751,440.999773,0,0,1.487970287,493772072.9,5.00E+17,1.650183624,593240999.4,5.41E+17,1.866320668,698907682.1,5.64E+17,1.985752455,747429376.9,5.67E+17,1.998566028,752290694.7,5.67E+17,1.487970287,88.22637009,19.71749414,88.22637009,388.7795753,0,0,1.650183624,85.451713,20.52272524,85.451713,421.1822513,0,0,1.866320668,82.50417129,20.94606094,82.50417129,438.7374687,0,0,1.985752455,81.15067257,20.99945946,81.15067257,440.9772978,0,0,1.998566028,81.01506751,20.99999459,81.01506751,440.999773,0,0,1
8.837730246,95.06865381,1572.528777,10.87687552,92.75683988,1734.816306,14.48866544,90.92104353,2005.821137,20.1482259,103.1068738,4963.173304,21.78691124,106.8188751,5760.820706,8.837730246,95.06865381,1572.528777,10.87687552,92.75683988,1734.816306,14.48866544,90.92104353,2005.821137,20.1482259,103.1068738,4963.173304,21.78691124,106.8188751,5760.820706,1.484564237,88.29113012,19.69363911,88.29113012,387.8394215,0,0,1.647456827,85.49383954,20.51354202,85.49383954,420.8054062,0,0,1.865107887,82.51880456,20.94500496,82.51880456,438.6932327,0,0,1.985614371,81.15214345,20.99944886,81.15214345,440.9768524,0,0,1.998552039,81.01521461,20.99999449,81.01521461,440.9997685,0,0,1.484564237,491450484.9,4.98E+17,1.647456827,591730801.6,5.41E+17,1.865107887,698383092.8,5.64E+17,1.985614371,747376647.5,5.67E+17,1.998552039,752285421.5,5.67E+17,1.484564237,88.29113012,19.69363911,88.29113012,387.8394215,0,0,1.647456827,85.49383954,20.51354202,85.49383954,420.8054062,0,0,1.865107887,82.51880456,20.94500496,82.51880456,438.6932327,0,0,1.985614371,81.15214345,20.99944886,81.15214345,440.9768524,0,0,1.998552039,81.01521461,20.99999449,81.01521461,440.9997685,0,0,1
